sam_n_segments,sam_log_n_segments,sam_dominant_frac,sam_mean_segment_frac,sam_std_segment_frac,sam_size_entropy,sam_coverage_frac,sam_center_bias,sam_edge_density,sam_gradient_magnitude,sam_rms_contrast,sam_mean_compactness,sam_max_compactness,sam_mean_symmetry,image_name,image_id,image_type
31,3.4657359027997265,0.26600254186602873,0.0357083944281525,0.06637851655105957,2.53092774980881,0.9016073564593301,0.49353883828815936,0.22345992822966507,0.067096725,0.13178640761095042,0.5667163394965683,0.7905053573786135,0.48153186251276625,1124.jpg,1124,urban
24,3.2188758248682006,0.381396484375,0.039169243706597225,0.10265367604157372,1.5635592483668153,0.890888671875,0.569200329358948,0.07602213541666666,0.034553643,0.13915843182965235,0.5131665950008729,0.7950656425324725,0.4951748025550838,114.jpg,114,urban
39,3.6888794541139363,0.33276041666666667,0.034873631143162394,0.07223166591568571,3.007244975222526,0.922431640625,0.4634654661377551,0.065517578125,0.0389578,0.20015517884582215,0.4606050353185111,0.8113953491320117,0.4387695830542498,1158.jpg,1158,urban
23,3.1780538303479458,0.35712239583333333,0.057421025815217394,0.09189022805760681,2.5235379628041987,0.9030208333333334,0.5137498763464865,0.17339192708333334,0.08231106,0.1811314196877919,0.46023158635255473,0.8431841061698303,0.19215891043309183,1161.jpg,1161,urban
28,3.367295829986474,0.39337239583333333,0.03890566871279761,0.09499827297354468,1.8905347034541702,0.9694921875,0.7241497898364491,0.13106770833333334,0.047333144,0.225273488601391,0.6053736232530748,0.8634188750796135,0.48680789377188766,1176.jpg,1176,urban
33,3.5263605246161616,0.2923856548856549,0.03425608738108738,0.052898886172875824,2.9624350801696364,0.8434381496881497,0.5502797428442746,0.2955496361746362,0.1093251,0.22490526998955465,0.45602721333728435,0.8119839009576205,0.12737467283723217,1182.jpg,1182,urban
14,2.70805020110221,0.27674479166666666,0.03439453125,0.06958351534429957,1.0800379726922649,0.4534049479166667,0.47846689974252066,0.10348307291666667,0.052980784,0.18968049501857123,0.18867009587939407,0.5644861794208159,0.213822340342531,1184.jpg,1184,urban
46,3.8501476017100584,0.551376953125,0.0259767040307971,0.08867583493433531,2.04236591144515,0.932041015625,0.5185399661959046,0.037109375,0.025145287,0.21841544275427224,0.5789306124548432,0.8092504431656107,0.49102173361608137,1185.jpg,1185,urban
28,3.367295829986474,0.2867798353909465,0.015220251873897707,0.053007732151162154,0.9711421927348541,0.39330150462962965,0.47470489825604234,0.2158203125,0.08735105,0.3083754437258337,0.5667726404892276,0.859711581647762,0.14506366906348508,1189.jpg,1189,urban
56,4.04305126783455,0.5537177985948478,0.01816040324941452,0.08436071290396183,1.4138331063422598,0.9567330210772834,0.46550477973970705,0.21541642271662764,0.060157325,0.2746813785623767,0.6719856108281732,0.880458685666258,0.3609743423662821,119.jpg,119,urban
46,3.8501476017100584,0.25811746987951806,0.016706390780513357,0.04030307945208147,2.2557734397900875,0.6418712349397591,0.5106781923753216,0.16319277108433736,0.09319859,0.36442359654811907,0.6312352061618587,0.9052091049987548,0.29448716926270796,1203.jpg,1203,urban
51,3.9512437185814275,0.3019140625,0.023022301368464056,0.06327353805538431,2.44921133513316,0.8923307291666667,0.42002805962424117,0.18243489583333333,0.09204445,0.3456801068743476,0.555949437092577,0.798273586846688,0.43303597118374704,1206.jpg,1206,urban
51,3.9512437185814275,0.31597005208333334,0.018643663194444444,0.057215223768552974,2.1054546836746773,0.7827799479166667,0.5778329743717668,0.13824869791666666,0.1023753,0.3188510550829417,0.5212572311274863,0.8862539761121789,0.36367496403702404,1211.jpg,1211,urban
52,3.970291913552122,0.20455403645833334,0.028167380308493587,0.048202153489201593,3.7882558403214595,0.9537076822916667,0.5742535690296646,0.23941080729166667,0.13666509,0.23767207318739086,0.5575613938482588,0.8168947281615071,0.5355261940023873,1213.jpg,1213,urban
28,3.367295829986474,0.38567708333333334,0.05456322079613094,0.1087240949324458,2.4660782252030886,0.9804296875,0.47708430475931674,0.13866536458333334,0.04789163,0.2777152718301742,0.5621432517350852,0.8008377175354725,0.4566577989416131,1221.jpg,1221,urban
9,2.302585092994046,0.48524707433127573,0.10707134845107452,0.15445812020195984,1.3633615647752855,0.9632442772633745,0.46235424505897493,0.047578285751028807,0.02509425,0.25142936608105515,0.32177065814047073,0.5916022343997851,0.2835583591465027,1226.jpg,1226,urban
14,2.70805020110221,0.5318080357142857,0.0688471026431406,0.13663188146098146,1.3973127680323454,0.9455062624007936,0.5092040064100687,0.04324001736111111,0.023177322,0.267091956806827,0.4621419213999908,0.8112472816877017,0.31985222814148334,1227.jpg,1227,urban
44,3.8066624897703196,0.4719208140432099,0.02275850957491583,0.07084702108084763,2.2975070174215007,0.894141428755144,0.4928839786073985,0.08343782150205761,0.03422374,0.25249878333376924,0.5588234613404977,0.8057801085189841,0.16379271650261135,1228.jpg,1228,urban
22,3.1354942159291497,0.331259765625,0.046017844460227275,0.09018825948851658,1.8875807758395275,0.9335188802083333,0.5181162516319248,0.181474609375,0.05949234,0.27170914584442873,0.562279285727659,0.7956974995457626,0.37347796910324055,1236.jpg,1236,urban
70,4.2626798770413155,0.29223958333333333,0.011466471354166665,0.03724757500717411,2.3635889049143763,0.67732421875,0.48322471086888275,0.29211588541666667,0.16531979,0.290930654276898,0.4839934891082704,0.8543048322031671,0.26052898544169145,1250.jpg,1250,urban
34,3.5553480614894135,0.3969656422651934,0.03186989661195971,0.07106118156952304,2.4669513595139327,0.9190996201657459,0.5302511273603936,0.1278444406077348,0.048626628,0.2161102773947464,0.586010701779524,0.8085181381420814,0.2547839160777612,1252.jpg,1252,urban
27,3.332204510175204,0.16525065104166667,0.03928144290123457,0.05159318457840852,2.6538389671624225,0.7282063802083333,0.4425454607619792,0.24584309895833334,0.12619409,0.25026012563362127,0.43455923835183874,0.688841540339429,0.1695481056534662,1254.jpg,1254,urban
55,4.02535169073515,0.276162109375,0.021923295454545456,0.052548319342871776,3.055707416327894,0.932197265625,0.5710997470827147,0.22750651041666667,0.09863841,0.28959370954927227,0.5467447749678064,0.8653851261213766,0.44785309181932925,1267.jpg,1267,urban
37,3.6375861597263857,0.3517350260416667,0.02926141962274775,0.07571416454054342,2.1975277461641514,0.9595865885416667,0.52708084791398,0.21468424479166667,0.07742035,0.23690880468321535,0.5951613586775439,0.8506226660232874,0.46579487470981035,1270.jpg,1270,urban
28,3.367295829986474,0.38904296875,0.040493280319940476,0.08354660275759503,2.3313348317204627,0.9433984375,0.5336114890091045,0.14828450520833333,0.070094146,0.31013990579759376,0.5278090600890686,0.841772843236726,0.23066412540060266,1283.jpg,1283,urban
43,3.784189633918261,0.36556640625,0.028320161094961237,0.06349862546854236,2.8914855646336317,0.935517578125,0.5850470245757844,0.149150390625,0.06246317,0.26193181503082424,0.5330223580074361,0.8001063703614794,0.40704565077140575,1285.jpg,1285,urban
36,3.6109179126442243,0.24564627347417842,0.025214976199791343,0.05047126168910464,2.296096169604625,0.8475388791079812,0.6011578283747252,0.0959543720657277,0.049204316,0.35795828136633984,0.5675737887590243,0.8041995512235133,0.15456056876749263,1310.jpg,1310,urban
22,3.1354942159291497,0.2749743251173709,0.053344070102432785,0.08699506913257132,2.2114150668517607,0.8797791960093897,0.4769607739896533,0.17442414906103287,0.07207293,0.30821073956238126,0.5425467369028346,0.8142267288733251,0.17536075121165418,1313.jpg,1313,urban
35,3.58351893845611,0.3813306924882629,0.03329644533869886,0.07690438234637269,2.3727318218945723,0.8888167546948357,0.5329372269441475,0.13003961267605635,0.049992174,0.3005623041878276,0.5942530903708725,0.8105241862244956,0.3179821625530515,1315.jpg,1315,urban
16,2.833213344056216,0.33814127604166666,0.060764160156250004,0.09191742379262043,1.8136298497792953,0.9635481770833333,0.4623563765229083,0.21888346354166666,0.07498467,0.2575448136809024,0.4824048955620651,0.7642003684693277,0.29620209823185,1317.jpg,1317,urban
26,3.295836866004329,0.598037705399061,0.042140382358252085,0.11643869230479331,1.7991105136584815,0.8844960387323944,0.3996049526507687,0.2847087734741784,0.119902514,0.28446506202390637,0.42044181041231776,0.7848383325534827,0.4402216342981493,1327.jpg,1327,urban
38,3.6635616461296463,0.2979019953051643,0.029287801921176183,0.06532442394668178,2.355438211069588,0.933212294600939,0.5772724062126424,0.10591989436619718,0.05245081,0.3110020457144375,0.5129312849201392,0.8242925777136324,0.3035002116154973,1330.jpg,1330,urban
45,3.828641396489095,0.2222894659624413,0.019080920709441836,0.03332869716857381,2.800733564134884,0.6247285798122065,0.4636478479885774,0.16346830985915492,0.070324086,0.3130432415681116,0.4872906542510289,0.8010874130619244,0.1529555330893152,1331.jpg,1331,urban
33,3.5263605246161616,0.2223224765258216,0.026762452873808507,0.05135618345964468,2.1855654141179457,0.8107907863849765,0.5360329062593698,0.16450630868544602,0.07153482,0.28899508262994045,0.45255435221188633,0.8947788647971874,0.25057653295577903,1332.jpg,1332,urban
35,3.58351893845611,0.11428257042253522,0.018023348423876595,0.023845760666929314,2.121557958624488,0.5309088908450704,0.43964064129683056,0.29928110328638496,0.1426467,0.2621542802919867,0.5352828090085339,0.8116688151855351,0.1394291460682298,1333.jpg,1333,urban
21,3.091042453358316,0.271796875,0.020212363591269836,0.05865161759487083,0.9272441127371254,0.39083984375,0.589585874495397,0.326376953125,0.15204586,0.2401913401144094,0.5810205328255275,0.8632500631992441,0.3892155632732544,1336.jpg,1336,urban
15,2.772588722239781,0.25440104166666666,0.04266145833333334,0.07759194397892535,1.2744606053066365,0.5992513020833333,0.550133279140038,0.19867513020833333,0.07145032,0.24330807438401222,0.44670771260305797,0.7753391412214314,0.48826749659938584,1337.jpg,1337,urban
57,4.060443010546419,0.24575846354166667,0.019790810032894738,0.04005968852927256,3.22628944745885,0.8684602864583333,0.5655722867625171,0.29876627604166667,0.16353342,0.2325598913423286,0.5492237333936957,0.8266098547010168,0.10942117822749785,1339.jpg,1339,urban
31,3.4657359027997265,0.3747542546948357,0.033624039262456454,0.07548441886074031,2.175004952244332,0.9411935152582159,0.5493876682474514,0.06687206572769953,0.02455113,0.35338996876087225,0.604530498019187,0.8475260215288052,0.31403171594723267,1347.jpg,1347,urban
25,3.258096538021482,0.27623606220657276,0.038701144366197184,0.06212663325734155,2.3755735450449276,0.8909917840375586,0.46972820559018347,0.14679797535211267,0.043300275,0.3462272383674206,0.5211803202379987,0.792001382643444,0.27591116135667476,1349.jpg,1349,urban
11,2.4849066497880004,0.3588088768115942,0.0907723390739695,0.12063840755000695,1.5427483434590168,0.8309426759834369,0.6753264096849299,0.14156638198757765,0.079714105,0.22246563272965028,0.592632044925304,0.8120646645312664,0.27867962676596253,1352.jpg,1352,urban
17,2.8903717578961645,0.38828125,0.07114410998774509,0.10739900256278667,2.0876360730755414,0.9391569010416667,0.48158796558910333,0.22234700520833334,0.10901869,0.31286558272685844,0.3574850192388647,0.6878139551251541,0.41832714763389256,1353.jpg,1353,urban
25,3.258096538021482,0.18835286458333333,0.03463541666666667,0.05657920763183897,2.071275888087307,0.78197265625,0.49869301398045596,0.14939453125,0.0602673,0.20850056441655737,0.5613781002289434,0.8008638067034836,0.22452923116900073,1354.jpg,1354,urban
34,3.5553480614894135,0.5385221354166667,0.03278569240196078,0.09142802230013251,2.1868061133019725,0.916640625,0.43954271544809864,0.2601725260416667,0.08089147,0.17705651249840754,0.567006725544119,0.8722427116524878,0.3995503187282882,1358.jpg,1358,urban
33,3.5263605246161616,0.2179296875,0.03299538352272728,0.055286335171881626,2.576370243611776,0.9399641927083333,0.50905198139441,0.26216796875,0.12487501,0.20982070782561552,0.548330484118739,0.7748787794732066,0.11359197205053273,1363.jpg,1363,urban
26,3.295836866004329,0.3568619791666667,0.04972180488782052,0.0840735973287264,2.5423295680447353,0.9494303385416667,0.5518280198912255,0.13200846354166668,0.06756661,0.35488623464435143,0.5053299255522534,0.7744020478320149,0.2554725984209634,1366.jpg,1366,urban
39,3.6888794541139363,0.40778971354166665,0.03066464676816239,0.07636957060545473,2.500607798795207,0.87904296875,0.5334665621891342,0.15683268229166666,0.06064156,0.22192732732613815,0.5760873548930984,0.827107817149959,0.5746348963470497,1372.jpg,1372,urban
38,3.6635616461296463,0.32894101288056204,0.03283166291753975,0.0651900601146909,2.8553577572494913,0.9436694964871194,0.5830350311457705,0.18926375878220142,0.08549949,0.23228458406623398,0.5217648412265589,0.8252562159455096,0.40738914791767056,1374.jpg,1374,urban
67,4.219507705176107,0.1783203125,0.01898136271766169,0.036238685301094496,3.6353204467758617,0.7625358072916667,0.49014486797528434,0.18827799479166665,0.09771337,0.28707576564503967,0.4948639547484064,0.8334620959593593,0.28144619259478465,1375.jpg,1375,urban
30,3.4339872044851463,0.2687094155844156,0.04456101190476191,0.07257656713695664,2.7869628016571997,0.9385633116883116,0.5090199074476232,0.18267451298701298,0.07911757,0.2411536520395717,0.45265472112222765,0.7720019826726424,0.37124523987206376,1381.jpg,1381,urban
37,3.6375861597263857,0.22029947916666667,0.018504451717342343,0.03945595287751978,1.9612703617591694,0.6285286458333333,0.4835466338386043,0.25099283854166665,0.10656025,0.27916592527936046,0.3500847888384272,0.7984204299107455,0.08094450026477712,1387.jpg,1387,urban
44,3.8066624897703196,0.36548828125,0.03136674360795454,0.07825347382253346,2.703919109021849,0.95705078125,0.48469896557028835,0.21684895833333334,0.08924385,0.22405872840263052,0.48124661687620507,0.784275101671138,0.459309467114247,1393.jpg,1393,urban
42,3.7612001156935624,0.191640625,0.024916449652777777,0.04709035907355028,2.589958541839148,0.857783203125,0.41247282447365974,0.24489908854166667,0.12820813,0.26792365621958214,0.5615746455841224,0.8707045691693905,0.16249445963965967,1395.jpg,1395,urban
35,3.58351893845611,0.25395930913348946,0.03054575108732018,0.059063270721757884,2.527835921436763,0.8856776932084309,0.46335694037210806,0.17084309133489461,0.06690366,0.24116752971654806,0.4561588393975557,0.785567532807449,0.38206291373489226,1396.jpg,1396,urban
32,3.4965075614664802,0.41133269906323183,0.03244829021516393,0.08102942579165485,1.9795222770728182,0.9359265222482436,0.573892273621852,0.07953747072599532,0.045242727,0.24259617893654717,0.4889889844652373,0.8944359685216904,0.4071500417851825,1397.jpg,1397,urban
29,3.4011973816621555,0.361435546875,0.03663344109195403,0.07176345092230714,2.4225312664543,0.8614127604166667,0.44086610092974376,0.16849283854166666,0.056533452,0.2918361527525783,0.49263193344567197,0.7813033934435777,0.4432047827429684,140.jpg,140,urban
32,3.4965075614664802,0.23124674479166665,0.04593526204427083,0.06415501909126285,3.3057440605447286,0.922216796875,0.5302418879281343,0.07555338541666666,0.039371476,0.24372690201000483,0.44088304029548864,0.7635940464557466,0.2665438952358304,1402.jpg,1402,urban
35,3.58351893845611,0.3031908665105386,0.030478420876547334,0.07512154957656719,2.056872772286932,0.965998243559719,0.5551993411225271,0.10108313817330211,0.054394815,0.24340559715330673,0.5196001035675624,0.8400666164012877,0.5212072262302353,1403.jpg,1403,urban
20,3.044522437723423,0.3442252604166667,0.051581868489583335,0.09870991488263618,1.788882922295536,0.9427604166666667,0.5472102309242058,0.175224609375,0.05849084,0.20474955225950606,0.5557054978874553,0.8320014550936836,0.3673715740736386,1406.jpg,1406,urban
29,3.4011973816621555,0.41748649691358025,0.02962059431318291,0.08729655749825518,1.4205488719836086,0.842970357510288,0.48075449617700816,0.046139564043209874,0.029054426,0.28171430740908404,0.4571973975266265,0.8628203014276711,0.27739193983087135,1414.jpg,1414,urban
38,3.6635616461296463,0.38162045187793425,0.029142729182110205,0.07428389036849459,2.2243491979065637,0.9436729753521127,0.4728931520332179,0.15836267605633803,0.061007712,0.3141460508011321,0.5398629887095062,0.8262987010569448,0.4568123103803116,1419.jpg,1419,urban
54,4.007333185232471,0.29430013020833334,0.020274040316358023,0.05433072190253863,2.527269744548571,0.9008170572916666,0.43951815215789314,0.18548828125,0.092165664,0.24788520362245134,0.5145835409015121,0.8429692116308444,0.20203916426862498,1420.jpg,1420,urban
40,3.713572066704308,0.3528909691629956,0.034338346640969165,0.06675495946794426,3.0602253421707686,0.8964585627753304,0.56886109679757,0.06733204845814977,0.036630165,0.25205934747867237,0.45429887849745043,0.7803544470660221,0.42036915751141185,1422.jpg,1422,urban
24,3.2188758248682006,0.31928059895833333,0.039809977213541674,0.07396097711492705,2.0282807762024495,0.8206282552083334,0.5313202236086976,0.17085611979166668,0.07709365,0.2384233238292265,0.4989969531627663,0.7989455537887405,0.2636472825689324,1423.jpg,1423,urban
31,3.4657359027997265,0.4989453125,0.03772292926747313,0.09416877654149172,2.2924575000809564,0.9586490885416666,0.48124811512380616,0.24007161458333334,0.10464226,0.25232711552440723,0.42934595032458334,0.7386462021883412,0.2981870679861283,1424.jpg,1424,urban
19,2.995732273553991,0.3637239583333333,0.04849318119517544,0.11007235620920361,1.2803349487159155,0.7630859375,0.5725319817350668,0.04282552083333333,0.03263021,0.3456480427478316,0.4096907365366233,0.8202020201250876,0.3366819353972073,1425.jpg,1425,urban
15,2.772588722239781,0.737470703125,0.07191080729166668,0.18399840095765052,1.1297249335245703,0.96921875,0.4374858441726853,0.053346354166666665,0.033843264,0.24200110119783352,0.3284946874208565,0.6765601699760823,0.4490342320587282,1427.jpg,1427,urban
37,3.6375861597263857,0.25866861979166667,0.03064558699324324,0.056702601118077615,2.72199468803126,0.8214485677083333,0.5381932029882792,0.22494791666666666,0.09744728,0.23142854410372024,0.4832813103699821,0.7932467449813237,0.41868276535149246,1428.jpg,1428,urban
35,3.58351893845611,0.20556966145833333,0.0334096912202381,0.05982140948901022,2.6783331028906057,0.8903743489583333,0.4947367730032015,0.19519856770833333,0.10572849,0.2649347642513122,0.48052326853282323,0.8071453371254309,0.19137878263420227,1430.jpg,1430,urban
39,3.6888794541139363,0.306005859375,0.026356837606837605,0.05560810536955335,2.4907823824934034,0.8713151041666667,0.5171423436847493,0.16730143229166666,0.05886978,0.2726246814874731,0.45335103673995375,0.7685481852196447,0.14555481617615898,1435.jpg,1435,urban
29,3.4011973816621555,0.4775162760416667,0.041985789331896554,0.1058540462535963,1.9766462405305156,0.9609765625,0.4786817069324071,0.14488606770833334,0.07078233,0.2838210726019986,0.5663889358217963,0.8531700274280346,0.37657538191623047,1440.jpg,1440,urban
38,3.6635616461296463,0.33377329192546584,0.03232010052304674,0.0717790524208548,2.477529871740633,0.8745276915113872,0.5398118645907484,0.13120794513457557,0.052931406,0.25181384490018754,0.5729835170688242,0.8477319992576728,0.37434809070863206,1448.jpg,1448,urban
30,3.4339872044851463,0.3784125766871166,0.04416075536809815,0.07183441305984256,3.0778856774601846,0.9218126917177915,0.4108947790814752,0.13694401840490797,0.07801625,0.274518108353052,0.4742428774135486,0.7827795831088521,0.37133821073856277,1450.jpg,1450,urban
42,3.7612001156935624,0.27637369791666666,0.03954853360615079,0.06091937575272166,3.9167711501056273,0.9368684895833334,0.5584466656288322,0.23378580729166668,0.110744625,0.23279365324694537,0.529328646491402,0.8328995562200296,0.6238962533690158,1454.jpg,1454,urban
23,3.1780538303479458,0.447119140625,0.049230072463768114,0.11352847880069329,1.6957921312757207,0.9479459635416667,0.45454341018413125,0.16735026041666667,0.060684986,0.2957106570816323,0.5583088354682326,0.8464979936885056,0.3208346662920022,1457.jpg,1457,urban
64,4.174387269895637,0.35853190104166666,0.02265869140625,0.06084828829818848,3.5058760648706397,0.957705078125,0.5289524049120682,0.15000651041666666,0.075373225,0.2176836170723679,0.5244196396578276,0.7770023504391738,0.3279730466252942,1464.jpg,1464,urban
38,3.6635616461296463,0.22953125,0.02727958813048245,0.046436347089002426,2.752455841723191,0.8644596354166667,0.5690029956704985,0.24477213541666668,0.14025539,0.25440461334908027,0.551104757786284,0.9339553512016202,0.14838900725608603,1466.jpg,1466,urban
38,3.6635616461296463,0.24817057291666667,0.03491485060307018,0.0665373319956674,2.8404603097119576,0.962314453125,0.5349772958182397,0.20523111979166667,0.10359456,0.31687192888918786,0.5716545598127176,0.817152290355252,0.41364780985046257,1472.jpg,1472,urban
24,3.2188758248682006,0.33202473958333334,0.04078748914930556,0.08095029578363053,1.9416906081790886,0.742958984375,0.46873334066117467,0.33970052083333335,0.24320266,0.2907201103187777,0.5769576778819729,0.8098374671600387,0.21088469151435194,1477.jpg,1477,urban
34,3.5553480614894135,0.4555794270833333,0.02890481387867647,0.09741568923275556,1.4695946095545644,0.92373046875,0.5939804941112206,0.12505533854166667,0.049295414,0.1759550502346518,0.5705172327907315,0.8203502614670697,0.5135800990765009,1478.jpg,1478,urban
33,3.5263605246161616,0.42030924479166665,0.03041794902146465,0.09798696020828596,1.5558227221862158,0.952958984375,0.6035383470301519,0.05066731770833333,0.03206739,0.24944210888627458,0.5116258504231258,0.7469054724309312,0.306629230376894,1487.jpg,1487,urban
50,3.9318256327243257,0.10448990046838408,0.0122401200234192,0.01866711556303622,2.2122040937407,0.4779456967213115,0.5155452006436031,0.2775541569086651,0.09102522,0.2257607806346912,0.5208837470206741,0.8316613166115224,0.10323123685743651,149.jpg,149,urban
35,3.58351893845611,0.278857421875,0.037377232142857146,0.07506024679813385,2.6300469597911884,0.9005501302083333,0.5114808891442941,0.19583984375,0.08866855,0.1998945973296042,0.48576060701930723,0.8274512825726299,0.36178037135971336,1496.jpg,1496,urban
39,3.6888794541139363,0.32811848958333334,0.028013404780982906,0.06358207142552227,2.3947019781626975,0.7391438802083333,0.503181631905361,0.15966145833333334,0.0718634,0.22290258916762995,0.4606102840078412,0.8458119684835466,0.3306500481361932,1504.jpg,1504,urban
31,3.4657359027997265,0.457265625,0.03373886928763441,0.08231022916219422,2.210069438938938,0.894677734375,0.4724191322361293,0.23086588541666667,0.14153561,0.25742961713679924,0.468363267067868,0.7898377924566541,0.4351112057374784,1507.jpg,1507,urban
26,3.295836866004329,0.38205403645833336,0.044726812900641025,0.08185095416923041,2.4220196619254577,0.9240885416666667,0.5671346610175443,0.139013671875,0.056273315,0.33109891840027694,0.46589860465085686,0.8714646463829057,0.2801099437249132,1508.jpg,1508,urban
15,2.772588722239781,0.92457421875,0.06798984375,0.22922520927990733,0.43657194716712366,0.97062890625,0.4552510075062397,0.03040234375,0.02991278,0.095604782580639,0.5304961448318344,0.8320952643465165,0.5009379322196743,151.jpg,151,urban
34,3.5553480614894135,0.3369368489583333,0.025316999846813727,0.06547233093216195,1.9334807441691015,0.818642578125,0.4726710688068426,0.184638671875,0.08203657,0.24344475868256552,0.4493494225705547,0.8165797517310853,0.27005678233375036,1511.jpg,1511,urban
32,3.4965075614664802,0.3545963541666667,0.03148539225260417,0.08014415240046525,1.8713510718835362,0.85708984375,0.6069545797589346,0.18254557291666668,0.06535264,0.27435940562251443,0.5080531978182503,0.8662337032036831,0.3710789921465308,1512.jpg,1512,urban
39,3.6888794541139363,0.39445638020833335,0.017457348424145296,0.06242424172083305,1.4893465803497732,0.6483463541666666,0.5062640007489505,0.12252278645833334,0.05384915,0.2233340159024483,0.5436947688385899,0.8368330757446941,0.2671239549404651,1514.jpg,1514,urban
36,3.6109179126442243,0.450517578125,0.02680844907407407,0.07909123992269354,1.8788145138274277,0.8765201822916666,0.5229666800600852,0.15240885416666666,0.06421158,0.19783973662131993,0.547383267521342,0.8137476712584119,0.3913978823920467,1521.jpg,1521,urban
61,4.127134385045092,0.25015332943925234,0.016858517982993718,0.03705824769191258,3.062647588883025,0.806684433411215,0.4430356609518158,0.09020882009345794,0.045499615,0.23656319227663605,0.5316561099795707,0.8306306776299214,0.23885964646564073,153.jpg,153,urban
36,3.6109179126442243,0.32064127604166665,0.025307074652777775,0.06081599945155837,2.148592415567841,0.812333984375,0.47247851486003445,0.20777018229166666,0.1211389,0.30103706364512656,0.5422816601189717,0.7902194718624089,0.190816065728049,1534.jpg,1534,urban
